DATE,MONTH,YEAR,DAY,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,ON.STREET.NAME,CROSS.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,WEATHER,NUMBER.OF.ACCIDENT
12/18/2014,Dec,2014,Thursday,14,QUEENS,11432,40.7086226,-73.7939474,168 STREET,89 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,Clean,0
12/18/2014,Dec,2014,Thursday,16,BROOKLYN,11215,40.6754368,-73.9779583,6 AVENUE,UNION STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/18/2014,Dec,2014,Thursday,1,BROOKLYN,11236,40.6450318,-73.9199775,RALPH AVENUE,CLARENDON ROAD,3,0,0,0,0,0,3,0,Physical Disability,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,3
12/18/2014,Dec,2014,Thursday,19,QUEENS,11372,40.7491627,-73.889904,37 AVENUE,76 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,0
12/18/2014,Dec,2014,Thursday,18,MANHATTAN,10020,40.7592705,-73.9808868,WEST 49 STREET,6 AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,VAN,BUS,Cloudy,0
12/19/2014,Dec,2014,Friday,9,QUEENS,11412,40.6889579,-73.7620421,FARMERS BOULEVARD,118 ROAD,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,0
12/19/2014,Dec,2014,Friday,16,STATEN ISLAND,10304,40.5970318,-74.0933639,RICHMOND ROAD,OLD TOWN ROAD,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,0
12/19/2014,Dec,2014,Friday,13,BROOKLYN,11207,40.6757357,-73.8968533,ATLANTIC AVENUE,PENNSYLVANIA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,VAN,PASSENGER VEHICLE,Clean,0
12/19/2014,Dec,2014,Friday,15,MANHATTAN,10036,40.7560353,-73.9869481,WEST 42 STREET,7 AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
12/19/2014,Dec,2014,Friday,17,MANHATTAN,10002,40.7177239,-73.9857652,DELANCEY STREET,CLINTON STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,OTHER,Cloudy,0
12/19/2014,Dec,2014,Friday,15,BROOKLYN,11229,40.6087467,-73.95828,EAST 15 STREET,KINGS HIGHWAY,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,SPORT UTILITY / STATION WAGON,UNKNOWN,Clean,0
12/19/2014,Dec,2014,Friday,18,BRONX,10454,40.8135129,-73.9196629,EAST 145 STREET,WILLIS AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/19/2014,Dec,2014,Friday,22,BROOKLYN,11229,40.5948715,-73.9505542,OCEAN AVENUE,AVENUE W,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,PASSENGER VEHICLE,TAXI,Clean,2
12/19/2014,Dec,2014,Friday,10,BROOKLYN,11208,40.6667077,-73.8718221,LINDEN BOULEVARD,FOUNTAIN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
12/19/2014,Dec,2014,Friday,19,QUEENS,11375,40.7379972,-73.8509721,HORACE HARDING EXPRESSWAY,SAULTELL AVENUE,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,PASSENGER VEHICLE,VAN,Cloudy,0
12/20/2014,Dec,2014,Saturday,12,BRONX,10467,40.8807823,-73.8834624,JEROME AVENUE,EAST 208 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/20/2014,Dec,2014,Saturday,13,BRONX,10469,40.8705533,-73.8464085,EAST GUNHILL ROAD,SEXTON PLACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/20/2014,Dec,2014,Saturday,1,BROOKLYN,11222,40.7348445,-73.9584067,EAGLE STREET,FRANKLIN STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/20/2014,Dec,2014,Saturday,14,QUEENS,11429,40.7116289,-73.7293783,HEMPSTEAD AVENUE,225 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/21/2014,Dec,2014,Sunday,18,BROOKLYN,11208,40.6723897,-73.8746231,SUTTER AVENUE,FOUNTAIN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,0
12/21/2014,Dec,2014,Sunday,13,QUEENS,11692,40.5923014,-73.7865433,ROCKAWAY FREEWAY,BEACH 56 PLACE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
12/21/2014,Dec,2014,Sunday,11,QUEENS,11385,40.7030865,-73.8597025,MYRTLE AVENUE,81 ROAD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/21/2014,Dec,2014,Sunday,13,MANHATTAN,10017,40.750766,-73.9744433,EAST 42 STREET,3 AVENUE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Other Vehicular,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/21/2014,Dec,2014,Sunday,13,QUEENS,11432,40.7058257,-73.7939596,JAMAICA AVENUE,MERRICK BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,LIVERY VEHICLE,Rain,0
12/21/2014,Dec,2014,Sunday,1,BRONX,10470,40.8974059,-73.8626129,WEBSTER AVENUE,EAST 234 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/21/2014,Dec,2014,Sunday,9,BROOKLYN,11214,40.5961418,-73.9938462,BATH AVENUE,BAY 35 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/22/2014,Dec,2014,Monday,17,MANHATTAN,10002,40.7140906,-73.9966994,DIVISION STREET,MARKET STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,0
12/22/2014,Dec,2014,Monday,14,MANHATTAN,10002,40.7162039,-73.9919052,ALLEN STREET,HESTER STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,SPORT UTILITY / STATION WAGON,VAN,Rain,0
12/22/2014,Dec,2014,Monday,8,BROOKLYN,11237,40.7132374,-73.9294799,TEN EYCK STREET,VARICK AVENUE,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),Rain,0
12/22/2014,Dec,2014,Monday,18,BROOKLYN,11222,40.7222082,-73.9464985,MC GUINNESS BL SOUTH,BROOME STREET,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/22/2014,Dec,2014,Monday,11,BROOKLYN,11213,40.6728262,-73.9390758,PARK PLACE,ALBANY AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/22/2014,Dec,2014,Monday,16,BROOKLYN,11211,40.7140658,-73.9493728,METROPOLITAN AVENUE,LORIMER STREET,2,0,0,0,0,0,2,0,Outside Car Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,2
12/22/2014,Dec,2014,Monday,20,MANHATTAN,10128,40.782108,-73.9557918,PARK AVENUE,EAST 89 STREET,1,0,0,0,0,0,1,0,Physical Disability,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,1
12/23/2014,Dec,2014,Tuesday,19,BROOKLYN,11206,40.7068521,-73.9481952,LORIMER STREET,MONTROSE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,UNKNOWN,Rain,0
12/23/2014,Dec,2014,Tuesday,0,BROOKLYN,11210,40.6359426,-73.9524694,FARRAGUT ROAD,EAST 26 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/23/2014,Dec,2014,Tuesday,11,BRONX,10467,40.8827095,-73.8812458,JEROME AVENUE,EAST GUN HILL ROAD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/23/2014,Dec,2014,Tuesday,15,BROOKLYN,11232,40.6575179,-74.0081958,35 STREET,2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,LARGE COM VEH(6 OR MORE TIRES),VAN,Rain,0
12/23/2014,Dec,2014,Tuesday,9,QUEENS,11416,40.6805684,-73.8509923,103 AVENUE,88 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
12/23/2014,Dec,2014,Tuesday,16,BRONX,10451,40.8180125,-73.9251851,EAST 149 STREET,PARK AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),Rain,0
12/23/2014,Dec,2014,Tuesday,17,STATEN ISLAND,10307,40.5118213,-74.231469,JEFFREY PLACE,PAGE AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,1
12/24/2014,Dec,2014,Wednesday,21,QUEENS,11358,40.7578472,-73.7894275,192 STREET,NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,TAXI,PASSENGER VEHICLE,Rain,0
12/24/2014,Dec,2014,Wednesday,9,MANHATTAN,10128,40.7845155,-73.9498247,3 AVENUE,EAST 95 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,TAXI,Rain,0
12/25/2014,Dec,2014,Thursday,20,BROOKLYN,11204,40.6095141,-73.9895663,BAY RIDGE PARKWAY,21 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/25/2014,Dec,2014,Thursday,13,QUEENS,11432,40.7127097,-73.7835606,HILLSIDE AVENUE,179 PLACE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/25/2014,Dec,2014,Thursday,21,MANHATTAN,10025,40.8011722,-73.9614571,WEST 109 STREET,COLUMBUS AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
12/25/2014,Dec,2014,Thursday,19,QUEENS,11354,40.7650931,-73.8290603,35 AVENUE,LEAVITT STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
12/25/2014,Dec,2014,Thursday,12,BRONX,10466,40.8942077,-73.8489364,BUSSING AVENUE,WICKHAM AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,OTHER,Cloudy,0
12/25/2014,Dec,2014,Thursday,0,BRONX,10458,40.8620661,-73.8948254,EAST FORDHAM ROAD,TIEBOUT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,LIVERY VEHICLE,Cloudy,0
12/26/2014,Dec,2014,Friday,19,BROOKLYN,11220,40.645733,-74.0204175,2 AVENUE,56 STREET,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/26/2014,Dec,2014,Friday,23,BROOKLYN,11236,40.6343671,-73.8888251,EAST 98 STREET,SEAVIEW AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/26/2014,Dec,2014,Friday,13,QUEENS,11434,40.6668416,-73.7894084,NORTH CONDUIT AVENUE,150 STREET,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/26/2014,Dec,2014,Friday,20,QUEENS,11373,40.7442637,-73.876747,HAMPTON STREET,WHITNEY AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
12/27/2014,Dec,2014,Saturday,23,MANHATTAN,10039,40.823567,-73.9376732,7 AVENUE,WEST 148 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
12/27/2014,Dec,2014,Saturday,17,QUEENS,11354,40.7644548,-73.831773,FARRINGTON STREET,35 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
12/27/2014,Dec,2014,Saturday,11,QUEENS,11422,40.665256,-73.7353338,SOUTH CONDUIT AVENUE,FRANCIS LEWIS BOULEVARD,1,0,0,0,0,0,1,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,1
12/27/2014,Dec,2014,Saturday,4,MANHATTAN,10018,40.7552921,-73.9949215,9 AVENUE,WEST 37 STREET,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Driver Inattention/Distraction,TAXI,LARGE COM VEH(6 OR MORE TIRES),Clean,2
12/27/2014,Dec,2014,Saturday,14,BROOKLYN,11236,40.6481022,-73.9147305,DITMAS AVENUE,REMSEN AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
12/28/2014,Dec,2014,Sunday,17,MANHATTAN,10018,40.7522807,-73.9896919,WEST 36 STREET,7 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/28/2014,Dec,2014,Sunday,20,BROOKLYN,11215,40.6739992,-73.9822776,1 STREET,5 AVENUE,0,0,0,0,0,0,0,0,Other Electronic Device,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,0
12/28/2014,Dec,2014,Sunday,6,QUEENS,11103,40.7583179,-73.9106838,31 AVENUE,48 STREET,1,0,0,0,1,0,0,0,Unspecified,Unspecified,MOTORCYCLE,BICYCLE,Cloudy,1
12/29/2014,Dec,2014,Monday,14,MANHATTAN,10024,40.7850977,-73.9769037,WEST 82 STREET,AMSTERDAM AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SMALL COM VEH(4 TIRES),VAN,Clean,0
12/29/2014,Dec,2014,Monday,21,BRONX,10451,40.8219448,-73.9280929,GERARD AVENUE,EAST 151 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
12/29/2014,Dec,2014,Monday,18,QUEENS,11433,40.703204,-73.7891925,LIBERTY AVENUE,169 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Prescription Medication,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
12/29/2014,Dec,2014,Monday,10,MANHATTAN,10001,40.7497063,-73.9915618,WEST 32 STREET,7 AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,TAXI,SPORT UTILITY / STATION WAGON,Clean,0
12/29/2014,Dec,2014,Monday,18,BRONX,10468,40.8623094,-73.9098681,WEST FORDHAM ROAD,LANDING ROAD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/30/2014,Dec,2014,Tuesday,19,BRONX,10468,40.862832,-73.8980382,EAST 190 STREET,CRESTON AVENUE,0,0,0,0,0,0,0,0,Prescription Medication,Traffic Control Disregarded,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
12/30/2014,Dec,2014,Tuesday,11,MANHATTAN,10021,40.7707535,-73.9569401,EAST 75 STREET,2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,LARGE COM VEH(6 OR MORE TIRES),LARGE COM VEH(6 OR MORE TIRES),Clean,0
12/30/2014,Dec,2014,Tuesday,11,MANHATTAN,10022,40.7584871,-73.9751333,EAST 51 STREET,MADISON AVENUE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Other Vehicular,TAXI,TAXI,Clean,0
12/30/2014,Dec,2014,Tuesday,16,BROOKLYN,11214,40.6009721,-73.9876086,24 AVENUE,83 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,0
12/30/2014,Dec,2014,Tuesday,17,BROOKLYN,11214,40.5961831,-73.9973858,CROPSEY AVENUE,BAY 32 STREET,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
12/30/2014,Dec,2014,Tuesday,9,BROOKLYN,11203,40.6562409,-73.9366834,TROY AVENUE,CLARKSON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
12/31/2014,Dec,2014,Wednesday,22,BRONX,10452,40.8361093,-73.9223713,EAST 167 STREET,JEROME AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,PASSENGER VEHICLE,LIVERY VEHICLE,Clean,0
12/31/2014,Dec,2014,Wednesday,14,QUEENS,11422,40.6356423,-73.7401207,ROCKAWAY BOULEVARD,3 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,AMBULANCE,Cloudy,0
12/31/2014,Dec,2014,Wednesday,15,QUEENS,11365,40.7487308,-73.7980243,LITHONIA AVENUE,170 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Cloudy,0
1/1/2015,Jan,2015,Thursday,13,BRONX,10469,40.8754834,-73.8575777,PAULDING AVENUE,EAST 211 STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,OTHER,SPORT UTILITY / STATION WAGON,Clean,1
1/1/2015,Jan,2015,Thursday,4,QUEENS,11423,40.7144471,-73.7639748,196 STREET,91 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
1/1/2015,Jan,2015,Thursday,5,QUEENS,11375,40.720979,-73.838297,112 STREET,72 ROAD,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
1/1/2015,Jan,2015,Thursday,17,QUEENS,11420,40.6790054,-73.8125811,115 AVENUE,127 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
1/1/2015,Jan,2015,Thursday,16,BROOKLYN,11207,40.6530915,-73.8855108,NEW JERSEY AVENUE,FLATLANDS AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
1/2/2015,Jan,2015,Friday,17,QUEENS,11103,40.7612416,-73.914943,NEWTOWN ROAD,42 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
1/2/2015,Jan,2015,Friday,8,MANHATTAN,10016,40.7457967,-73.9822801,EAST 32 STREET,PARK AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,TAXI,VAN,Clean,0
1/2/2015,Jan,2015,Friday,17,QUEENS,11413,40.666402,-73.7507319,NORTH CONDUIT BOULEVARD,143 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,UNKNOWN,PASSENGER VEHICLE,Clean,0
1/2/2015,Jan,2015,Friday,23,QUEENS,11422,40.6656299,-73.7392073,BROOKVILLE BOULEVARD,SUNRISE HIGHWAY,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
1/3/2015,Jan,2015,Saturday,19,BRONX,10472,40.8329865,-73.8615642,WESTCHESTER AVENUE,VIRGINIA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,TAXI,Rain,0
1/3/2015,Jan,2015,Saturday,10,MANHATTAN,10024,40.7857344,-73.9764412,AMSTERDAM AVENUE,WEST 83 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,TAXI,Cloudy,0
1/3/2015,Jan,2015,Saturday,16,QUEENS,11436,40.682097,-73.801709,115 AVENUE,141 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
1/3/2015,Jan,2015,Saturday,17,QUEENS,11368,40.7578241,-73.8609985,108 STREET,NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,PASSENGER VEHICLE,OTHER,Rain,0
1/4/2015,Jan,2015,Sunday,14,MANHATTAN,10018,40.7547481,-73.9878904,WEST 40 STREET,7 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
1/4/2015,Jan,2015,Sunday,15,BROOKLYN,11214,40.5925539,-73.9879882,BATH AVENUE,BAY 43 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Fog,0
1/4/2015,Jan,2015,Sunday,5,BROOKLYN,11237,40.7065402,-73.9251371,FLUSHING AVENUE,STEWART AVENUE,2,0,0,0,0,0,2,0,Unspecified,Unspecified,OTHER,OTHER,Rain,2
1/4/2015,Jan,2015,Sunday,20,BRONX,10475,40.878055,-73.8348196,GIVAN AVENUE,PALMER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,UNKNOWN,PASSENGER VEHICLE,Fog,0
1/4/2015,Jan,2015,Sunday,8,BROOKLYN,11236,40.6324739,-73.9048932,EAST 84 STREET,AVENUE L,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,UNKNOWN,Cloudy,0
1/4/2015,Jan,2015,Sunday,17,BRONX,10466,40.8847353,-73.8404411,BAYCHESTER AVENUE,CRAWFORD AVENUE,1,1,1,1,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,2
1/5/2015,Jan,2015,Monday,15,BROOKLYN,11214,40.6065365,-73.9998307,19 AVENUE,85 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
1/5/2015,Jan,2015,Monday,16,BROOKLYN,11239,40.6468027,-73.8849486,LOUISIANA AVENUE,TWIN PINES DRIVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,Clean,0
1/5/2015,Jan,2015,Monday,19,MANHATTAN,10002,40.7094848,-73.9940233,MARKET SLIP,SOUTH STREET,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,1
1/6/2015,Jan,2015,Tuesday,17,QUEENS,11691,40.5987199,-73.7659971,BEACH CHANNEL DRIVE,BAY 32 STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
1/6/2015,Jan,2015,Tuesday,14,BRONX,10467,40.8766371,-73.8724806,PARKSIDE PLACE,EAST 209 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,UNKNOWN,Cloudy,0
1/6/2015,Jan,2015,Tuesday,11,MANHATTAN,10011,40.736035,-73.9978061,AVENUE OF THE AMERICAS,WEST 12 STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,SPORT UTILITY / STATION WAGON,TAXI,Rain,0
1/6/2015,Jan,2015,Tuesday,15,QUEENS,11436,40.6765973,-73.7959354,144 STREET,120 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Fog,0
1/6/2015,Jan,2015,Tuesday,20,BROOKLYN,11236,40.6371969,-73.8975831,AVENUE L,EAST 94 STREET,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
1/6/2015,Jan,2015,Tuesday,13,BROOKLYN,11230,40.6245541,-73.9670959,EAST 9 STREET,AVENUE J,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
1/6/2015,Jan,2015,Tuesday,16,BRONX,10459,40.8177952,-73.8931829,BRUCKNER BOULEVARD,TIFFANY STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,1
1/6/2015,Jan,2015,Tuesday,11,QUEENS,11429,40.713717,-73.7314295,101 AVENUE,222 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
1/6/2015,Jan,2015,Tuesday,19,QUEENS,11367,40.7249598,-73.8275541,PARK DRIVE EAST,72 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,0
1/6/2015,Jan,2015,Tuesday,15,QUEENS,11435,40.6929014,-73.805503,106 AVENUE,PRINCETON STREET,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Pavement Slippery,PASSENGER VEHICLE,VAN,Fog,2
