DATE,MONTH,YEAR,DAY,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,ON.STREET.NAME,CROSS.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,WEATHER,NUMBER.OF.ACCIDENT
11/28/2014,Nov,2014,Friday,14,BROOKLYN,11205,40.698677,-73.9588584,FLUSHING AVENUE,FRANKLIN AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Lost Consciousness,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
11/28/2014,Nov,2014,Friday,9,QUEENS,11385,40.7064992,-73.8969392,FRESH POND ROAD,PUTNAM AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),Clean,0
11/28/2014,Nov,2014,Friday,14,BROOKLYN,11204,40.6134024,-73.9807053,WEST 6 STREET,65 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
11/28/2014,Nov,2014,Friday,17,QUEENS,11101,40.7506462,-73.9456564,43 AVENUE,21 STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
11/28/2014,Nov,2014,Friday,17,QUEENS,11368,40.7556135,-73.867132,101 STREET,34 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,LIVERY VEHICLE,PASSENGER VEHICLE,Clean,0
11/28/2014,Nov,2014,Friday,13,BRONX,10468,40.8733829,-73.8893729,JEROME AVENUE,BEDFORD PARK BOULEVARD EAST,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,0
11/29/2014,Nov,2014,Saturday,1,QUEENS,11420,40.6751087,-73.8097836,ROCKAWAY BOULEVARD,128 STREET,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,2
11/29/2014,Nov,2014,Saturday,18,BROOKLYN,11208,40.6802223,-73.8712013,WELDON STREET,CRESCENT STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,FIRE TRUCK,Rain,0
11/29/2014,Nov,2014,Saturday,9,BROOKLYN,11228,40.6167265,-74.0183267,11 AVENUE,86 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
11/29/2014,Nov,2014,Saturday,8,MANHATTAN,10014,40.7366113,-74.0053152,BANK STREET,BLEECKER STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
11/29/2014,Nov,2014,Saturday,8,QUEENS,11355,40.7520062,-73.8098348,LABURNUM AVENUE,157 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
11/30/2014,Nov,2014,Sunday,11,MANHATTAN,10002,40.7197501,-73.9921609,DELANCEY STREET,FORSYTHE STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
11/30/2014,Nov,2014,Sunday,12,MANHATTAN,10012,40.7250834,-73.9953279,LAFAYETTE STREET,EAST HOUSTON STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,MOTORCYCLE,TAXI,Rain,0
11/30/2014,Nov,2014,Sunday,12,MANHATTAN,10019,40.7629162,-73.9856472,WEST 51 STREET,8 AVENUE,0,0,0,0,0,0,0,0,Outside Car Distraction,Failure to Yield Right-of-Way,LIVERY VEHICLE,TAXI,Rain,0
11/30/2014,Nov,2014,Sunday,4,BRONX,10457,40.8456427,-73.9020981,EAST 175 STREET,WEBSTER AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,1
11/30/2014,Nov,2014,Sunday,15,MANHATTAN,10019,40.7611476,-73.9795146,6 AVENUE,WEST 52 STREET,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,TAXI,TAXI,Fog,1
12/1/2014,Dec,2014,Monday,19,MANHATTAN,10128,40.782942,-73.9480385,2 AVENUE,EAST 94 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,LIVERY VEHICLE,OTHER,Rain,0
12/1/2014,Dec,2014,Monday,19,MANHATTAN,10018,40.7528926,-73.9873096,WEST 38 STREET,BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,VAN,Rain,0
12/1/2014,Dec,2014,Monday,17,BROOKLYN,11220,40.6443254,-74.0180605,56 STREET,3 AVENUE,1,0,0,0,0,0,1,0,Physical Disability,Unspecified,VAN,PASSENGER VEHICLE,Rain,1
12/1/2014,Dec,2014,Monday,16,BROOKLYN,11232,40.6431465,-73.9980109,44 STREET,9 AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,BICYCLE,Cloudy,1
12/2/2014,Dec,2014,Tuesday,18,BROOKLYN,11225,40.6556338,-73.9598617,FLATBUSH AVENUE,PARKSIDE AVENUE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/2/2014,Dec,2014,Tuesday,0,QUEENS,11434,40.6679154,-73.775224,160 STREET,NORTH CONDUIT AVENUE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Turning Improperly,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,0
12/2/2014,Dec,2014,Tuesday,16,BROOKLYN,11219,40.6348955,-73.9934282,12 AVENUE,50 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,VAN,PASSENGER VEHICLE,Rain,0
12/2/2014,Dec,2014,Tuesday,7,MANHATTAN,10035,40.8034264,-73.933083,EAST 126 STREET,2 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,OTHER,Cloudy,0
12/2/2014,Dec,2014,Tuesday,14,MANHATTAN,10027,40.8077723,-73.9454833,WEST 125 STREET,LENOX AVENUE,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,UNKNOWN,UNKNOWN,Cloudy,0
12/2/2014,Dec,2014,Tuesday,17,MANHATTAN,10035,40.8018664,-73.9413524,EAST 120 STREET,PARK AVENUE,3,0,0,0,0,0,3,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,3
12/2/2014,Dec,2014,Tuesday,19,MANHATTAN,10032,40.8384966,-73.9398276,WEST 165 STREET,SAINT NICHOLAS AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inexperience,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
12/3/2014,Dec,2014,Wednesday,19,MANHATTAN,10018,40.7534749,-73.9925287,8 AVENUE,WEST 36 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/3/2014,Dec,2014,Wednesday,17,MANHATTAN,10018,40.7547072,-73.9916334,8 AVENUE,WEST 38 STREET,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,TAXI,TAXI,Rain,0
12/3/2014,Dec,2014,Wednesday,9,BRONX,10469,40.8693532,-73.8479949,YOUNG AVENUE,ADEE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/3/2014,Dec,2014,Wednesday,13,MANHATTAN,10019,40.7614228,-73.9840484,BROADWAY,WEST 50 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,BUS,TAXI,Rain,0
12/4/2014,Dec,2014,Thursday,2,MANHATTAN,10002,40.7177239,-73.9857652,DELANCEY STREET,CLINTON STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Clean,0
12/4/2014,Dec,2014,Thursday,14,QUEENS,11422,40.6745213,-73.7360757,MERRICK BOULEVARD,234 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
12/4/2014,Dec,2014,Thursday,9,QUEENS,11421,40.6869281,-73.8531379,89 STREET,ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/5/2014,Dec,2014,Friday,15,BROOKLYN,11206,40.7004647,-73.9474861,HARRISON AVENUE,BARTLETT STREET,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Rain,0
12/5/2014,Dec,2014,Friday,19,BROOKLYN,11213,40.6719731,-73.9400607,STERLING PLACE,VIRGINIA PLACE,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/5/2014,Dec,2014,Friday,16,QUEENS,11103,40.7608909,-73.9085903,48 STREET,30 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,UNKNOWN,Rain,0
12/5/2014,Dec,2014,Friday,19,MANHATTAN,10019,40.7671096,-73.9817185,BROADWAY,WEST 58 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,TAXI,TAXI,Rain,0
12/5/2014,Dec,2014,Friday,13,BROOKLYN,11236,40.6532903,-73.9191855,CHURCH AVENUE,EAST 91 STREET,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,1
12/5/2014,Dec,2014,Friday,19,QUEENS,11368,40.7504113,-73.8639771,102 STREET,39 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
12/5/2014,Dec,2014,Friday,23,STATEN ISLAND,10301,40.6359357,-74.0758465,BAY STREET,HANNAH STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/5/2014,Dec,2014,Friday,11,BROOKLYN,11216,40.6814484,-73.9464375,MARCY AVENUE,MACON STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/6/2014,Dec,2014,Saturday,17,QUEENS,11357,40.7794089,-73.8213218,22 AVENUE,146 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/6/2014,Dec,2014,Saturday,19,QUEENS,11420,40.6661202,-73.8222416,NORTH CONDUIT AVENUE,LEFFERTS BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
12/6/2014,Dec,2014,Saturday,3,BROOKLYN,11237,40.7065744,-73.9228648,TROUTMAN STREET,WYCKOFF AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/6/2014,Dec,2014,Saturday,6,MANHATTAN,10014,40.7286048,-74.0053146,VARICK STREET,WEST HOUSTON STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,LIVERY VEHICLE,PASSENGER VEHICLE,Rain,0
12/6/2014,Dec,2014,Saturday,12,QUEENS,11374,40.730985,-73.8672136,SAUNDERS STREET,62 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/6/2014,Dec,2014,Saturday,19,STATEN ISLAND,10312,40.5433352,-74.1642702,AMBOY ROAD,RICHMOND AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/7/2014,Dec,2014,Sunday,13,BROOKLYN,11230,40.6167573,-73.9714113,AVENUE M,EAST 4 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,VAN,PASSENGER VEHICLE,Clean,0
12/7/2014,Dec,2014,Sunday,8,QUEENS,11105,40.7840512,-73.9124295,21 STREET,20 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/7/2014,Dec,2014,Sunday,8,BROOKLYN,11209,40.6336381,-74.0369258,BAY RIDGE PARKWAY,SHORE ROAD,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
12/7/2014,Dec,2014,Sunday,12,MANHATTAN,10022,40.7616096,-73.9707499,PARK AVENUE,EAST 57 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,TAXI,Clean,0
12/7/2014,Dec,2014,Sunday,15,QUEENS,11434,40.6842783,-73.7830147,GUY BREWER BOULEVARD,FOCH BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/8/2014,Dec,2014,Monday,12,BROOKLYN,11206,40.7104533,-73.9373353,WATERBURY STREET,MEADOW STREET,1,0,0,0,0,0,1,0,Other Vehicular,Fatigued/Drowsy,PASSENGER VEHICLE,VAN,Rain,1
12/8/2014,Dec,2014,Monday,8,MANHATTAN,10035,40.8025983,-73.9450505,WEST 119 STREET,5 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Rain,0
12/8/2014,Dec,2014,Monday,9,QUEENS,11375,40.719584,-73.8397723,72 DRIVE,QUEENS BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/9/2014,Dec,2014,Tuesday,20,MANHATTAN,10019,40.7611476,-73.9795146,WEST 52 STREET,6 AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,LIVERY VEHICLE,UNKNOWN,Rain,0
12/9/2014,Dec,2014,Tuesday,17,BROOKLYN,11233,40.6761899,-73.9080899,EASTERN PARKWAY,ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/9/2014,Dec,2014,Tuesday,8,MANHATTAN,10016,40.7454414,-73.9753944,2 AVENUE,EAST 35 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),Rain,0
12/9/2014,Dec,2014,Tuesday,4,BROOKLYN,11220,40.6346161,-74.0235199,4 AVENUE,BAY RIDGE AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,SMALL COM VEH(4 TIRES),SMALL COM VEH(4 TIRES),Rain,0
12/9/2014,Dec,2014,Tuesday,7,BRONX,10462,40.8319276,-73.85104,CASTLE HILL AVENUE,GLEASON AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,UNKNOWN,BUS,Rain,0
12/9/2014,Dec,2014,Tuesday,9,MANHATTAN,10038,40.7083514,-74.0004833,DOVER STREET,FRONT STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),Rain,0
12/10/2014,Dec,2014,Wednesday,12,BRONX,10472,40.8282264,-73.8564901,PUGSLEY AVENUE,BLACKROCK AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/10/2014,Dec,2014,Wednesday,16,MANHATTAN,10031,40.8265303,-73.9466603,WEST 147 STREET,AMSTERDAM AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PICK-UP TRUCK,UNKNOWN,Cloudy,0
12/10/2014,Dec,2014,Wednesday,16,BRONX,10466,40.8998154,-73.8578041,NEREID AVENUE,BRONX BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Cloudy,0
12/10/2014,Dec,2014,Wednesday,16,QUEENS,11366,40.7265821,-73.797341,172 STREET,76 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/10/2014,Dec,2014,Wednesday,3,BROOKLYN,11207,40.6756249,-73.8987786,ATLANTIC AVENUE,GEORGIA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/10/2014,Dec,2014,Wednesday,17,MANHATTAN,10016,40.7485397,-73.9731412,EAST 40 STREET,2 AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/10/2014,Dec,2014,Wednesday,2,BRONX,10461,40.8413911,-73.8346721,WELLMAN AVENUE,MAYFLOWER AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/10/2014,Dec,2014,Wednesday,18,QUEENS,11432,40.7037516,-73.7991488,JAMAICA AVENUE,160 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Cloudy,0
12/11/2014,Dec,2014,Thursday,9,BRONX,10462,40.8309022,-73.8476419,HAVEMEYER AVENUE,HAVILAND AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,0
12/11/2014,Dec,2014,Thursday,19,BROOKLYN,11218,40.641383,-73.9693973,CONEY ISLAND AVENUE,AVENUE C,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Fog,0
12/11/2014,Dec,2014,Thursday,9,QUEENS,11693,40.5867024,-73.8170309,BEACH 94 STREET,ROCKAWAY FREEWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,0
12/12/2014,Dec,2014,Friday,8,BROOKLYN,11213,40.6695546,-73.9449618,EASTERN PARKWAY,BROOKLYN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,UNKNOWN,Rain,0
12/12/2014,Dec,2014,Friday,13,BROOKLYN,11232,40.6507056,-74.0044903,5 AVENUE,40 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,VAN,Rain,0
12/12/2014,Dec,2014,Friday,18,QUEENS,11375,40.7244008,-73.8498011,QUEENS BOULEVARD,68 DRIVE,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,2
12/12/2014,Dec,2014,Friday,8,BROOKLYN,11215,40.6714586,-73.9910238,3 AVENUE,9 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passenger Distraction,VAN,PASSENGER VEHICLE,Rain,0
12/12/2014,Dec,2014,Friday,19,QUEENS,11377,40.7460475,-73.8990289,65 STREET,ROOSEVELT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,OTHER,Rain,0
12/12/2014,Dec,2014,Friday,16,BROOKLYN,11213,40.6686479,-73.9283482,EASTERN PARKWAY,ROCHESTER AVENUE,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,BUS,PASSENGER VEHICLE,Rain,0
12/12/2014,Dec,2014,Friday,13,MANHATTAN,10011,40.744099,-73.9956441,7 AVENUE,WEST 23 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,VAN,TAXI,Rain,0
12/12/2014,Dec,2014,Friday,12,MANHATTAN,10036,40.7565681,-73.990276,8 AVENUE,WEST 41 STREET,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),Fog,0
12/13/2014,Dec,2014,Saturday,18,MANHATTAN,10019,40.7656758,-73.9762353,AVENUE OF THE AMERICAS,CENTRAL PARK SOUTH,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),Fog,0
12/13/2014,Dec,2014,Saturday,21,QUEENS,11421,40.6909177,-73.8521628,89 AVENUE,92 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/13/2014,Dec,2014,Saturday,21,MANHATTAN,10018,40.7571447,-73.9935606,WEST 40 STREET,9 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PASSENGER VEHICLE,BUS,Clean,0
12/13/2014,Dec,2014,Saturday,17,QUEENS,11101,40.7375371,-73.9299449,HUNTERSPOINT AVENUE,GREENPOINT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/13/2014,Dec,2014,Saturday,21,QUEENS,11103,40.7679637,-73.9116817,STEINWAY STREET,25 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/13/2014,Dec,2014,Saturday,15,BROOKLYN,11216,40.6776512,-73.9497681,NOSTRAND AVENUE,PACIFIC STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,OTHER,SPORT UTILITY / STATION WAGON,Fog,0
12/13/2014,Dec,2014,Saturday,8,BRONX,10469,40.879392,-73.8511976,EAST 219 STREET,OAKLEY STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Clean,0
12/13/2014,Dec,2014,Saturday,16,QUEENS,11427,40.7220898,-73.7579735,HILLSIDE AVENUE,208 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Cloudy,0
12/13/2014,Dec,2014,Saturday,9,QUEENS,11354,40.7766272,-73.8390537,130 STREET,25 AVENUE,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
12/14/2014,Dec,2014,Sunday,12,QUEENS,11355,40.7547003,-73.8124439,HOLLYWOOD AVENUE,149 STREET,0,0,0,0,0,0,0,0,Fell Asleep,Other Vehicular,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/14/2014,Dec,2014,Sunday,15,BRONX,10452,40.8454299,-73.9139752,JEROME AVENUE,EAST 174 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,UNKNOWN,Clean,0
12/14/2014,Dec,2014,Sunday,7,BROOKLYN,11207,40.6590121,-73.8801916,WORTMAN AVENUE,JEROME STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/15/2014,Dec,2014,Monday,12,BROOKLYN,11206,40.7019114,-73.936979,BUSHWICK AVENUE,FLUSHING AVENUE,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,LIVERY VEHICLE,PASSENGER VEHICLE,Clean,0
12/15/2014,Dec,2014,Monday,19,MANHATTAN,10001,40.7484001,-73.9999386,9 AVENUE,WEST 26 STREET,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,VAN,SMALL COM VEH(4 TIRES),Clean,0
12/15/2014,Dec,2014,Monday,11,QUEENS,11417,40.67922,-73.8614075,76 STREET,LIBERTY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,Clean,0
12/15/2014,Dec,2014,Monday,5,BRONX,10468,40.8628049,-73.9082189,WEST FORDHAM ROAD,HAMPDEN PLACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Clean,0
12/16/2014,Dec,2014,Tuesday,12,BROOKLYN,11215,40.6663599,-73.9787146,8 STREET,8 AVENUE,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,Cloudy,0
12/16/2014,Dec,2014,Tuesday,8,BROOKLYN,11236,40.6341779,-73.8979083,AVENUE M,EAST 91 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
12/16/2014,Dec,2014,Tuesday,13,BROOKLYN,11215,40.6673741,-73.9878053,5 AVENUE,12 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,SPORT UTILITY / STATION WAGON,UNKNOWN,Fog,0
12/16/2014,Dec,2014,Tuesday,18,BROOKLYN,11206,40.6974067,-73.936006,BROADWAY,MELROSE STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,Cloudy,0
12/16/2014,Dec,2014,Tuesday,6,QUEENS,11368,40.7515762,-73.8558359,ROOSEVELT AVENUE,111 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,Rain,0
12/17/2014,Dec,2014,Wednesday,12,BRONX,10468,40.859607,-73.907775,UNIVERSITY AVENUE,WEST 183 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,PASSENGER VEHICLE,BUS,Rain,0
12/17/2014,Dec,2014,Wednesday,18,BROOKLYN,11213,40.6691002,-73.9366568,EASTERN PARKWAY,TROY AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Cloudy,0
12/17/2014,Dec,2014,Wednesday,16,QUEENS,11364,40.7509705,-73.7701976,OCEANIA STREET,53 AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Fog,1
12/17/2014,Dec,2014,Wednesday,9,BROOKLYN,11204,40.6151842,-73.9836655,65 STREET,21 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,Clean,0
12/17/2014,Dec,2014,Wednesday,23,MANHATTAN,10036,40.7579729,-73.9855364,7 AVENUE,WEST 45 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,Rain,0
